;genero;idoso;parceiro;dependentes;tempoDeServico;ServicoTelefone;MultiLinhas;ServicoInternet;ServicoSegurancaCyber;ServicoBackup;SeguroDispositivos;ServicoSuporteTecnico;StreamingTV;StreamingFilmes;Contrato;BillingDigital;MetodoPagamento;FaturaMensal;FaturaTotal;NumTickets;NumTicketsTecnico;Churn
868;Masculino;0.0;Sim;Não;59.0;Sim;Sim;Fibra óptica;Não;;Não;Não;Não;Sim;1 Ano;Não;Cheque Eletrônico;85.55;5084.65;0.0;0.0;1
290;Masculino;1.0;Não;Não;24.0;Sim;Sim;Fibra óptica;;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;76.1;1712.7;0.0;0.0;1
64;Feminino;0.0;;Não;9.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Sim;Mensal;Não;Cheque Eletrônico;94.4;857.25;0.0;0.0;1
1741;Masculino;0.0;Não;Não;16.0;Sim;Sim;DSL;Não;Sim;Sim;Não;Não;Sim;;Sim;Transferência Bancária (Automática);71.4;1212.1;2.0;0.0;0
6438;Masculino;1.0;Não;Não;1.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;74.4;74.4;0.0;0.0;1
37;Feminino;0.0;Não;;-11.0;Sim;Não;Fibra óptica;Não;Não;Sim;Não;Não;Não;Mensal;;;74.8;3548.3;3.0;0.0;0
4134;Feminino;0.0;Sim;Não;55.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;;Mensal;;Cartão de Crédito (Automático);103.65;5676.65;0.0;0.0;0
5197;Feminino;0.0;Sim;Não;72.0;Sim;Sim;Fibra óptica;Não;Sim;;Sim;Sim;Sim;2 Anos;Sim;Cheque Eletrônico;110.15;7998.8;0.0;0.0;0
1468;Masculino;0.0;Não;Não;62.0;Sim;Sim;Fibra óptica;Sim;Sim;Não;Não;Não;Sim;1 Ano;Sim;Transferência Bancária (Automática);92.3;5731.45;0.0;0.0;0
5732;Masculino;1.0;Não;Não;;Sim;;;Sim;Não;Não;Não;Não;Sim;Mensal;Sim;;87.3;1637.3;0.0;0.0;0
1814;Masculino;0.0;Sim;Sim;12.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;19.7;258.35;0.0;0.0;0
741;Feminino;0.0;Não;Não;2.0;Sim;Não;Fibra óptica;Sim;Não;Sim;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;;137.1;0.0;0.0;0
218;Masculino;0.0;Sim;Sim;65.0;Sim;Sim;DSL;Não;Sim;Sim;Sim;;Sim;2 Anos;Sim;Transferência Bancária (Automática);84.2;5324.5;;0.0;0
1505;Masculino;1.0;Não;Não;1.0;Sim;Sim;Fibra óptica;Não;;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;74.7;74.7;4.0;0.0;1
513;Feminino;0.0;Não;Não;56.0;Sim;Sim;;Não;Sim;Não;;Sim;;Mensal;Sim;Transferência Bancária (Automática);105.45;5916.95;0.0;0.0;0
2942;Masculino;0.0;Não;Não;46.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque Eletrônico;-9.0;907.05;0.0;0.0;0
2422;Masculino;1.0;Não;Não;;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;70.05;70.05;0.0;0.0;0
3140;Masculino;0.0;Não;Não;14.0;Sim;Não;Fibra óptica;Não;Não;Sim;Não;Não;Não;Mensal;Não;Cheque Eletrônico;76.45;1117.55;0.0;0.0;0
732;Masculino;0.0;Sim;Sim;25.0;Sim;Não;Fibra óptica;;Sim;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;75.5;1901.05;0.0;0.0;0
1260;Masculino;0.0;Não;Não;2.0;Sim;Não;DSL;Não;Sim;Não;Não;Não;Não;Mensal;Sim;Cheque por Carta;50.3;92.75;0.0;0.0;0
5095;Feminino;0.0;Não;Não;55.0;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;1 Ano;Não;Transferência Bancária (Automática);45.05;2462.6;0.0;0.0;0
737;Masculino;0.0;Sim;Não;70.0;Sim;;Fibra óptica;Sim;Sim;Sim;Sim;Não;;2 Anos;Não;Cartão de Crédito (Automático);101.0;;0.0;4.0;0
3072;Feminino;0.0;Sim;Sim;61.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Não;Sim;1 Ano;Sim;Cheque Eletrônico;79.4;4820.55;1.0;0.0;0
4389;Masculino;0.0;;Não;30.0;Sim;Sim;Fibra óptica;Sim;Não;Não;Não;Sim;;Mensal;Sim;Transferência Bancária (Automática);100.4;2936.25;0.0;0.0;0
1285;Masculino;1.0;Sim;Não;7.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;89.5;676.7;0.0;2.0;1
779;Masculino;0.0;Não;Não;2.0;Sim;Não;DSL;Não;;;Não;Não;Não;Mensal;Não;Cheque Eletrônico;45.35;89.5;0.0;0.0;1
5053;Feminino;0.0;Sim;Sim;16.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Não;Não;Não;Mensal;Sim;Cartão de Crédito (Automático);79.95;1267.95;0.0;0.0;0
5817;Masculino;;Não;Sim;1.0;Sim;Não;DSL;Não;;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;44.4;44.4;0.0;0.0;1
4579;Masculino;0.0;Não;Não;31.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;81.15;2640.55;0.0;;0
4828;Feminino;0.0;Não;Não;39.0;Não;Sem serviço de telefone;DSL;Não;Sim;Sim;Sim;Não;Não;Mensal;Não;Transferência Bancária (Automática);41.1;1597.05;5.0;0.0;0
6479;Feminino;0.0;Não;Não;1.0;Sim;Não;DSL;Não;Não;Não;Não;Sim;Não;Mensal;Sim;Cartão de Crédito (Automático);55.0;55;4.0;0.0;1
623;Feminino;0.0;Não;Não;20.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;19.7;406.95;0.0;0.0;0
6114;Masculino;0.0;Não;Não;8.0;Sim;Não;DSL;Não;Sim;Não;Sim;Sim;Não;Mensal;Sim;Cheque Eletrônico;66.65;520.95;0.0;0.0;0
888;Masculino;0.0;Sim;Sim;37.0;Sim;;Fibra óptica;Não;Não;Não;Não;Sim;Sim;1 Ano;Não;Cartão de Crédito (Automático);91.2;3247.55;0.0;0.0;0
65;;0.0;Não;;3.0;Sim;Não;DSL;Não;Sim;Não;Sim;Sim;Sim;Mensal;Sim;Cheque Eletrônico;75.3;244.1;0.0;0.0;0
4523;;1.0;Sim;Não;10.0;Sim;Não;Fibra óptica;;Não;Não;Não;Não;Não;Mensal;Não;Cheque Eletrônico;75.3;720.45;3.0;0.0;0
1654;Masculino;0.0;Sim;Sim;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Não;Cheque por Carta;18.8;;0.0;0.0;0
1286;Feminino;0.0;Não;Não;1.0;Sim;Não;DSL;Não;Não;Sim;Sim;Sim;Sim;1 Ano;Não;Cartão de Crédito (Automático);74.1;74.1;0.0;0.0;0
699;Masculino;0.0;Sim;Sim;72.0;Sim;Sim;DSL;Sim;Não;Sim;Sim;Não;Não;2 Anos;Sim;Cartão de Crédito (Automático);;4811.6;0.0;0.0;0
6653;Feminino;0.0;Não;Não;;Não;Sem serviço de telefone;DSL;Não;Não;Sim;Não;Não;Não;Mensal;Sim;Cheque por Carta;29.75;790.7;0.0;0.0;0
3094;Feminino;0.0;Não;Não;39.0;Sim;Não;DSL;Não;Sim;Não;Não;Sim;Não;1 Ano;Sim;Cartão de Crédito (Automático);58.6;2224.5;0.0;1.0;0
159;Masculino;0.0;Não;Não;10.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Transferência Bancária (Automática);25.7;251.6;0.0;0.0;0
2007;Masculino;0.0;Não;Não;2.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Sim;;Sim;Cheque Eletrônico;80.2;181.1;0.0;0.0;1
4811;Feminino;0.0;Não;Não;47.0;;Não;DSL;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque por Carta;46.0;193.6;0.0;0.0;1
5105;Feminino;1.0;Sim;Não;40.0;Sim;Não;Fibra óptica;Não;Sim;Não;Sim;Sim;Sim;1 Ano;Sim;Cartão de Crédito (Automático);99.2;4062.2;0.0;4.0;1
1944;Masculino;0.0;Não;Sim;;Não;Sem serviço de telefone;DSL;Não;Não;Não;Não;Não;Não;Mensal;Não;;25.5;215.2;0.0;0.0;1
710;Masculino;0.0;Não;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Mensal;Não;;;19.55;0.0;0.0;1
2411;Masculino;0.0;Não;Sim;60.0;Sim;Sim;DSL;Sim;Não;;Sim;Sim;Sim;2 Anos;Sim;Cheque Eletrônico;84.95;4984.85;0.0;0.0;0
6560;;0.0;Não;Sim;23.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Não;Cheque por Carta;19.8;465.45;0.0;0.0;0
3441;Feminino;0.0;Sim;Sim;34.0;Sim;Não;DSL;Sim;Sim;Sim;Não;Não;Não;;Sim;Cheque por Carta;60.8;2042.05;0.0;0.0;0
4662;Masculino;0.0;Não;Sim;22.0;;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cartão de Crédito (Automático);20.15;432.5;0.0;0.0;0
3787;Feminino;0.0;Não;Não;58.0;Sim;Não;Fibra óptica;Não;Não;Não;Sim;Sim;Sim;Mensal;Sim;Cheque Eletrônico;95.3;5817.7;0.0;0.0;0
6727;;1.0;Sim;Não;13.0;Não;Sem serviço de telefone;DSL;Não;Não;Não;Não;Sim;Sim;Mensal;Não;Cheque Eletrônico;45.3;528.45;0.0;0.0;0
3032;Masculino;0.0;Não;Não;17.0;Sim;Não;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cartão de Crédito (Automático);19.45;369.05;0.0;0.0;0
5706;Feminino;0.0;Não;Não;-91.0;Sim;;Fibra óptica;Não;Sim;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;75.7;75.7;0.0;0.0;1
6446;Masculino;1.0;Sim;Sim;58.0;Sim;Sim;Fibra óptica;Sim;;Não;Sim;Não;Não;1 Ano;Sim;Transferência Bancária (Automática);89.85;5125.75;0.0;0.0;0
6120;Masculino;0.0;Não;Não;6.0;Sim;Não;DSL;Não;Sim;Não;;Sim;Não;Mensal;Não;Cheque Eletrônico;59.45;357.6;0.0;0.0;0
4680;Masculino;1.0;Não;Não;;Sim;Sim;DSL;Sim;;Não;Não;Não;Não;Mensal;Sim;Cartão de Crédito (Automático);58.4;964.9;1.0;0.0;0
3829;Masculino;1.0;Sim;Não;43.0;Sim;Sim;;Não;Sim;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;101.0;4388.4;0.0;5.0;1
588;Masculino;0.0;;Não;72.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Não;Não;Sim;2 Anos;Sim;Cheque Eletrônico;99.15;7422.1;0.0;0.0;0
5937;;1.0;Sim;Não;8.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Sim;Mensal;Sim;Cheque Eletrônico;84.0;613.4;0.0;0.0;1
2694;Masculino;0.0;Sim;Sim;8.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cartão de Crédito (Automático);19.65;169.75;2.0;0.0;0
5054;Feminino;0.0;Não;Não;68.0;Sim;Não;DSL;Sim;Não;Sim;Não;Não;Não;;Sim;Cartão de Crédito (Automático);54.45;3674.95;0.0;0.0;0
403;Feminino;0.0;Sim;Não;68.0;Sim;Não;DSL;Sim;Não;Não;Sim;Não;Não;1 Ano;Não;Transferência Bancária (Automática);55.9;;0.0;0.0;0
6078;Feminino;0.0;Sim;Não;55.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;1 Ano;Sim;Cheque Eletrônico;90.15;4916.95;0.0;0.0;0
5112;Feminino;0.0;Não;Não;7.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;20.05;164.85;3.0;0.0;1
3692;Feminino;0.0;Sim;Sim;3.0;Sim;Sim;DSL;Não;Sim;Sim;Não;Sim;Não;Mensal;;Transferência Bancária (Automática);69.15;;1.0;0.0;0
2968;Masculino;0.0;Não;Não;3.0;Sim;Não;Fibra óptica;Não;Sim;Sim;Não;Não;Sim;Mensal;Não;Cheque Eletrônico;90.4;268.45;0.0;0.0;0
6168;Masculino;0.0;Não;Não;1.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Sim;;Sim;Cheque Eletrônico;79.25;79.25;0.0;0.0;1
2960;Masculino;0.0;Não;Não;22.0;Sim;Sim;Fibra óptica;Sim;Não;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;100.75;2095;0.0;;1
6189;Masculino;0.0;Sim;Sim;72.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;;Cartão de Crédito (Automático);91.95;6614.9;0.0;0.0;0
3086;Masculino;0.0;Não;Não;17.0;Sim;Sim;Fibra óptica;Não;Não;Sim;Sim;Não;Sim;Mensal;Sim;Transferência Bancária (Automática);95.65;1640;0.0;0.0;0
2131;Masculino;0.0;Sim;Sim;72.0;Não;;DSL;Sim;;Sim;Sim;Sim;Não;2 Anos;Não;Cartão de Crédito (Automático);48.15;2032.3;0.0;0.0;0
3695;Feminino;0.0;Sim;Sim;-53.0;Sim;Sim;Fibra óptica;Não;Sim;Não;;Sim;Sim;Mensal;;Cheque Eletrônico;;3089.6;0.0;0.0;0
6310;Feminino;0.0;;Não;60.0;Não;Sem serviço de telefone;DSL;Sim;Não;Sim;;Não;Sim;1 Ano;;Cheque Eletrônico;44.45;2773.9;0.0;0.0;0
2100;Masculino;0.0;Sim;Não;69.0;Sim;Sim;Fibra óptica;Não;Não;Sim;Não;Sim;Sim;1 Ano;Não;Transferência Bancária (Automática);99.5;6841.45;0.0;0.0;0
499;Feminino;0.0;Não;Não;12.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Não;Não;Sim;Mensal;Sim;Transferência Bancária (Automática);99.7;1238.45;2.0;1.0;1
2963;;0.0;;Sim;34.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Sim;Cartão de Crédito (Automático);;;0.0;0.0;0
2718;Masculino;0.0;Não;Não;62.0;Não;Sem serviço de telefone;DSL;Sim;Sim;;Sim;Não;Não;2 Anos;Sim;Transferência Bancária (Automática);43.7;2618.3;0.0;0.0;0
5392;Masculino;0.0;Sim;Sim;63.0;Não;Sem serviço de telefone;DSL;Não;Sim;Sim;Sim;Não;Não;2 Anos;Não;Transferência Bancária (Automática);39.35;;0.0;;0
1351;Masculino;0.0;Sim;Sim;11.0;Sim;Não;Não;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque Eletrônico;20.45;250.8;0.0;0.0;0
5002;Feminino;0.0;Sim;Sim;69.0;Não;Sem serviço de telefone;DSL;Sim;Não;Sim;Não;Não;Sim;2 Anos;Sim;Cartão de Crédito (Automático);;2960.1;0.0;0.0;0
1484;Feminino;1.0;Sim;;71.0;Sim;Não;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;2 Anos;Sim;Cheque Eletrônico;99.2;7213.75;1.0;0.0;0
1937;Feminino;0.0;Sim;Sim;13.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;19.55;265.3;0.0;0.0;0
6303;Feminino;0.0;Sim;Não;71.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Cheque Eletrônico;109.25;7707.7;0.0;;0
2861;Feminino;0.0;Não;Não;1.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Sim;Mensal;Sim;Cheque Eletrônico;81.95;81.95;0.0;;1
1785;Masculino;0.0;;Sim;68.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);92.2;6392.85;0.0;0.0;0
1653;Masculino;0.0;Sim;Não;58.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;34.0;1185.95;1.0;0.0;0
2952;Feminino;0.0;Sim;Sim;26.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cartão de Crédito (Automático);20.25;493.95;0.0;0.0;0
5119;Feminino;0.0;Não;Não;5.0;Sim;Não;;Não;Não;Não;Sim;Não;Não;Mensal;Sim;Cheque por Carta;75.65;399.45;0.0;0.0;0
926;Feminino;1.0;Não;Não;3.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;79.4;205.05;0.0;0.0;1
5698;Masculino;0.0;;Sim;21.0;Sim;Sim;Fibra óptica;Não;Sim;;Não;Sim;Sim;Mensal;Não;Cheque Eletrônico;104.4;2157.95;0.0;3.0;1
1024;Masculino;0.0;Não;Não;37.0;Sim;Não;Fibra óptica;;Não;Não;Não;Não;Não;Mensal;Sim;Cheque por Carta;70.35;2552.9;4.0;0.0;
2017;Masculino;0.0;Sim;Não;38.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;;Transferência Bancária (Automática);20.4;743.5;;0.0;0
3050;Feminino;0.0;Não;Não;5.0;Sim;Não;Fibra óptica;Não;Não;Não;Sim;Não;Sim;Mensal;Sim;Cartão de Crédito (Automático);85.4;425.9;0.0;0.0;1
4727;Masculino;0.0;Sim;Não;91.0;Sim;;Não;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sim;Transferência Bancária (Automática);20.5;1198.8;0.0;0.0;
1057;Feminino;0.0;Não;Não;10.0;Sim;Não;Fibra óptica;Sim;Não;Não;Não;Sim;Não;Mensal;Sim;Cheque por Carta;84.7;832.05;0.0;1.0;1
3160;Feminino;0.0;Sim;;69.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Sim;Sim;Não;Não;;Não;Transferência Bancária (Automática);46.25;3121.4;0.0;0.0;0
3563;Masculino;1.0;Não;Não;30.0;Sim;Sim;Fibra óptica;;Não;Não;;Não;Sim;Mensal;Sim;Cartão de Crédito (Automático);90.5;2595.85;0.0;2.0;0
6409;Masculino;0.0;Sim;Sim;43.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Sim;Cheque por Carta;19.2;776.25;0.0;0.0;0
3289;Feminino;0.0;Não;Sim;41.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Não;Sim;Não;Mensal;Sim;Transferência Bancária (Automática);229.0;3645.05;0.0;0.0;0
5379;Feminino;0.0;Sim;;56.0;Sim;Sim;Fibra óptica;Sim;Não;Não;Não;Sim;Sim;1 Ano;Sim;Cheque Eletrônico;98.0;5270.6;;0.0;0
1917;Feminino;1.0;Sim;Não;72.0;;Sim;;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Cartão de Crédito (Automático);89.1;6352.4;0.0;0.0;0
5853;Masculino;0.0;Sim;Não;62.0;Sim;Sim;Fibra óptica;Sim;Sim;Não;Não;Não;Sim;1 Ano;Não;Cheque Eletrônico;96.1;6001.45;;5.0;0
5281;Feminino;0.0;;Sim;72.0;Sim;Sim;DSL;Sim;Sim;Não;Sim;Não;Não;2 Anos;Não;Cartão de Crédito (Automático);66.75;4760.3;0.0;0.0;0
4839;Masculino;1.0;Não;Não;7.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Cheque por Carta;73.75;545.15;0.0;0.0;1
279;Feminino;0.0;Não;Não;5.0;Sim;Não;DSL;Não;Sim;Não;Não;Não;Não;Mensal;Não;Transferência Bancária (Automática);50.55;244.75;0.0;0.0;0
2770;Masculino;;Sim;Sim;17.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;92.55;1515.1;0.0;1.0;1
1623;Feminino;0.0;Não;Não;54.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Não;Sim;Sim;;Sim;Transferência Bancária (Automática);97.2;5129.45;5.0;3.0;0
4550;Feminino;0.0;Sim;Sim;72.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Transferência Bancária (Automática);26.25;1988.05;0.0;0.0;0
4423;Masculino;0.0;Não;Não;33.0;Sim;Não;DSL;Não;Sim;Sim;Não;Sim;Não;Mensal;Sim;Cartão de Crédito (Automático);66.4;2245.4;0.0;0.0;0
3487;Feminino;0.0;Sim;Sim;52.0;Sim;Não;Não;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Transferência Bancária (Automática);;1078.75;0.0;0.0;0
4635;Feminino;0.0;;Sim;40.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Transferência Bancária (Automática);20.15;777.35;0.0;0.0;0
6622;Masculino;0.0;Não;Não;2.0;Sim;Sim;DSL;Não;Não;Não;Não;Não;Sim;Mensal;Não;Transferência Bancária (Automática);62.05;118.3;0.0;;1
1871;Feminino;0.0;Sim;Sim;51.0;Sim;Sim;Fibra óptica;Sim;Sim;Não;Não;Não;Sim;Mensal;Sim;Cheque Eletrônico;93.8;4539.35;0.0;0.0;0
47;Feminino;0.0;Não;Não;2.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Sim;Não;Mensal;Sim;Cheque Eletrônico;80.65;144.15;0.0;0.0;1
51;Feminino;0.0;Não;Não;15.0;Sim;Não;Fibra óptica;Sim;Sim;Não;Não;Sim;Sim;Mensal;Sim;Cartão de Crédito (Automático);99.1;1426.4;0.0;1.0;1
3681;Masculino;1.0;Sim;Não;46.0;Sim;Sim;Fibra óptica;Não;Não;Sim;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;247.0;4680.05;0.0;4.0;1
2845;Feminino;0.0;Não;Não;11.0;Sim;Não;Fibra óptica;Não;Sim;Sim;Sim;Não;Sim;Mensal;Sim;Cheque Eletrônico;94.2;999.9;0.0;0.0;0
2842;Feminino;0.0;Não;Não;4.0;Não;Sem serviço de telefone;DSL;Sim;Não;Sim;Sim;Não;Sim;Mensal;Não;Cheque por Carta;48.25;202.25;0.0;0.0;0
5129;Feminino;0.0;Não;Não;13.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Sim;Não;Mensal;Sim;;226.0;1028.9;0.0;0.0;0
3741;Masculino;0.0;Sim;Sim;72.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Sim;Não;Sim;2 Anos;Sim;Cartão de Crédito (Automático);104.9;;5.0;0.0;
4977;Masculino;0.0;Sim;;24.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;1 Ano;Sim;Cartão de Crédito (Automático);20.8;469.65;0.0;0.0;0
4990;Feminino;0.0;Sim;;;Sim;Não;DSL;Não;Não;Não;Não;Não;;Mensal;Não;Cheque por Carta;45.5;285.2;0.0;0.0;0
6958;Feminino;0.0;Sim;Sim;13.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Transferência Bancária (Automática);;246.7;4.0;0.0;0
6536;Masculino;;Não;;;Não;Sem serviço de telefone;DSL;Não;Não;Não;Não;Não;Não;Mensal;Não;Cheque por Carta;24.4;24.4;0.0;0.0;0
554;Masculino;0.0;Não;Não;76.0;;Sim;Fibra óptica;Não;Sim;Não;Não;;Não;Mensal;Sim;Transferência Bancária (Automática);111.0;2596.15;0.0;0.0;1
4979;;0.0;Sim;Sim;56.0;Sim;Sim;;;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;;;Sim;;24.45;1385.85;0.0;0.0;0
3895;Masculino;0.0;Sim;Sim;56.0;Sim;Sim;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Transferência Bancária (Automática);24.15;1402.25;0.0;0.0;0
5850;Masculino;1.0;Não;Não;20.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Cartão de Crédito (Automático);71.3;1389.2;0.0;0.0;
7012;Feminino;0.0;Sim;Não;62.0;Sim;Sim;DSL;Sim;Sim;Não;Sim;;Sim;2 Anos;Sim;Cheque Eletrônico;84.95;5150.55;0.0;0.0;
6532;Feminino;1.0;Não;Não;18.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Não;Transferência Bancária (Automática);20.35;369.6;0.0;0.0;0
761;Feminino;0.0;Não;Não;22.0;Sim;Não;Fibra óptica;;Não;Não;Não;;Sim;Mensal;Não;Cheque Eletrônico;89.25;1907.85;0.0;3.0;1
4939;Masculino;0.0;Não;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Mensal;Não;Cheque por Carta;18.9;18.9;0.0;0.0;0
1185;Feminino;0.0;Não;Não;;;Sim;DSL;Não;;Não;Não;Não;Sim;Mensal;Sim;Cheque Eletrônico;60.15;60.15;0.0;0.0;1
489;Masculino;0.0;Não;Sim;1.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;74.35;74.35;3.0;0.0;1
2278;Feminino;1.0;Não;Não;7.0;Sim;Não;DSL;Sim;Não;Não;Não;;Não;Mensal;Sim;Cheque Eletrônico;48.2;340.35;0.0;0.0;0
2637;Feminino;0.0;Sim;Sim;36.0;Não;Sem serviço de telefone;DSL;Sim;Não;Sim;Sim;Não;Não;2 Anos;Não;Cartão de Crédito (Automático);40.65;1547.35;0.0;0.0;
